timestamp,iteration,portfolio_value,cash,market_return
2026-01-26T21:09:39.388766,1,1005043.5376963096,1005043.5376963096,0.604958728359327
2026-01-26T21:10:09.402146,2,1019133.5236454159,1019133.5236454159,1.5034313499555818
2026-01-26T21:10:39.403705,3,1032850.4560306013,1032850.4560306013,1.447388039281957
2026-01-26T21:11:09.405040,4,1035296.4246095365,1035296.4246095365,0.3371544559979297
2026-01-26T21:11:39.414359,5,1007918.2179643903,1007918.2179643903,-2.5470270033997267
2026-01-26T21:12:09.416040,6,986206.7787044564,986206.7787044564,-2.056143536041238
2026-01-26T21:12:39.417318,7,986891.5535258658,986891.5535258658,0.1696048222833606
2026-01-26T21:13:09.431606,8,988040.2910394454,988040.2910394454,0.21661618506126612
2026-01-26T21:13:39.432950,9,1019131.1008962574,1019131.1008962574,3.2499647433586736
2026-01-26T21:14:09.434189,10,1052510.3323242476,1052510.3323242476,3.378642384078878
2026-01-26T21:14:39.435702,11,1051412.7514450338,1051412.7514450338,-0.004286481677796452
2026-01-26T21:15:09.437109,12,1070391.9048284278,1070391.9048284278,1.9070166995819253
2026-01-26T21:15:39.438418,13,1100689.970072479,1100689.970072479,2.9334916364972634
