timestamp,iteration,portfolio_value,cash,market_return
2026-02-11T18:44:28.605020,1,1022.7694112597152,1022.7694112597152,2.379320446417937
2026-02-11T18:44:58.608474,2,1030.5184568790437,1030.5184568790437,0.8585117553916128
2026-02-11T18:45:28.618303,3,1038.4053248153868,1038.4053248153868,0.8661962962761064
2026-02-11T18:45:58.619613,4,1049.7506445322285,1049.7506445322285,1.1937651769094797
2026-02-11T18:46:28.620959,5,1068.8142549848835,1068.8142549848835,1.9179311483776877
2026-02-11T18:46:58.622651,6,1047.2839606908667,1047.2839606908667,-1.9163256763751573
2026-02-11T18:47:28.623886,7,1069.4961012789793,1069.4961012789793,2.22315132571116
2026-02-11T18:47:58.625137,8,1078.5793976998884,1078.5793976998884,0.9502564306229879
2026-02-11T18:48:28.626366,9,1087.7625819753548,1087.7625819753548,0.9523671350278589
2026-02-11T18:48:58.627607,10,1058.9237849482313,1058.9237849482313,-2.553757016348256
2026-02-11T18:49:28.636638,11,1067.4699625579913,1067.4699625579913,0.9079705496735976
2026-02-11T18:49:58.638324,12,1047.9040360709703,1047.9040360709703,-1.7346599105785059
2026-02-11T18:50:28.639599,13,1061.4987291510051,1061.4987291510051,1.39872105325909
2026-02-11T18:50:58.640839,14,1030.216642144161,1030.216642144161,-2.849823394607818
2026-02-11T18:51:28.642067,15,1042.7750995110339,1042.7750995110339,1.3203316398570701
2026-02-11T18:51:58.643374,16,1048.1084128552518,1048.1084128552518,0.612065911205233
2026-02-11T18:52:28.652610,17,1069.473429695256,1069.473429695256,2.140576350547007
2026-02-11T18:52:58.653861,18,1068.4940859869766,1068.4940859869766,0.00843592172111437
2026-02-11T18:53:28.655809,19,1100.4705234324972,1100.4705234324972,3.0957597215425148
2026-02-11T18:53:58.665843,20,1093.3279514469164,1093.3279514469164,-0.5495966936847557
2026-02-11T18:54:28.667145,21,1057.7218510314597,1057.7218510314597,-3.159831388017978
2026-02-11T18:54:58.668395,22,1059.3912143874554,1059.3912143874554,0.25808439330124017
2026-02-11T18:55:28.669684,23,1061.6560317355027,1061.6560317355027,0.3140988950391848
2026-02-11T18:55:58.671888,24,1061.0225176609667,1061.0225176609667,0.04036811499358171
2026-02-11T18:56:28.673292,25,1080.3177759995808,1080.3177759995808,1.9204736162159255
2026-02-11T18:56:58.675022,26,1093.2230947545652,1093.2230947545652,1.2958813117925114
2026-02-11T18:57:28.676354,27,1101.2073048627344,1101.2073048627344,0.8311679259471312
2026-02-11T18:57:58.677709,28,1084.0919712739435,1084.0919712739435,-1.4556892575614215
2026-02-11T18:58:28.679028,29,1084.3351838662668,1084.3351838662668,0.12255723979143993
2026-02-11T18:58:58.680303,30,1086.685792577488,1086.685792577488,0.31709588774061703
2026-02-11T18:59:28.681638,31,1048.7740347280271,1048.7740347280271,-3.392142810981455
2026-02-11T18:59:58.682921,32,1068.8447837356339,1068.8447837356339,2.0157501049807434
2026-02-11T19:00:28.684668,33,1092.1678144897749,1092.1678144897749,2.2843627251817566
2026-02-11T19:00:58.685942,34,1101.2720311189748,1101.2720311189748,0.9345258942182484
2026-02-11T19:01:28.687734,35,1102.0513396400895,1102.0513396400895,0.17093533314710324
2026-02-11T19:01:58.689010,36,1134.5327005480683,1134.5327005480683,3.050405009976651
2026-02-11T19:02:28.690271,37,1143.3856444067635,1143.3856444067635,0.8811975210980781
2026-02-11T19:02:58.692160,38,1142.0120828062916,1142.0120828062916,-0.020151237996983238
2026-02-11T19:03:28.701876,39,1153.7682986976113,1153.7682986976113,1.130560640086442
2026-02-11T19:03:58.703205,40,1173.3104424324022,1173.3104424324022,1.7955623053203973
2026-02-11T19:04:28.704741,41,1162.9311596388993,1162.9311596388993,-0.7854006241949978
2026-02-11T19:04:58.706618,42,1122.4787112930865,1122.4787112930865,-3.381872237770145
2026-02-11T19:05:28.708644,43,1124.5558076547547,1124.5558076547547,0.2853308324326919
2026-02-11T19:05:58.710017,44,1064.7155727960003,1064.7155727960003,-5.226459469999761
2026-02-11T19:06:28.711420,45,1062.5089696185266,1062.5089696185266,-0.10735549141177954
2026-02-11T19:06:58.712746,46,1067.9165632553766,1067.9165632553766,0.60955524808223
2026-02-11T19:07:28.714522,47,1089.295464457441,1089.295464457441,2.104030204745402
2026-02-11T19:07:58.715849,48,1086.3821797328303,1086.3821797328303,-0.16761430987302328
2026-02-11T19:08:28.717228,49,1118.8284563222526,1118.8284563222526,3.0897252937639514
2026-02-11T19:08:58.718607,50,1137.5169175280732,1137.5169175280732,1.7721319713387078
2026-02-11T19:09:28.719988,51,1140.4281737253136,1140.4281737253136,0.35628709149367405
2026-02-11T19:09:58.721353,52,1142.185944441785,1142.185944441785,0.2543869098489856
2026-02-11T19:10:28.722739,53,1160.937308296087,1160.937308296087,1.7434519623455786
2026-02-11T19:10:58.724137,54,1137.244532734207,1137.244532734207,-1.942774384547359
2026-02-11T19:11:28.733948,55,1167.7150386605285,1167.7150386605285,2.7821096464483235
2026-02-11T19:11:58.735458,56,1202.6382810288271,1202.6382810288271,3.0938271149519254
